prism:url	dc:identifier	dc:title	prism:publicationName	prism:coverDate	citedby-count	affiliation	institution_1	country_1	fundus_in_title	pub_year	abstract
https://api.elsevier.com/content/abstract/scopus_id/85100877906	SCOPUS_ID:85100877906	Radiomics feature robustness as measured using an MRI phantom	Scientific Reports	2021-12-01	0	University of Michigan, Ann Arbor, Ann Arbor, United States++University of Texas MD Anderson Cancer Center, Houston, United States	University of Michigan, Ann Arbor	United States	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100877906
https://api.elsevier.com/content/abstract/scopus_id/85100748285	SCOPUS_ID:85100748285	Radiomics signature on CECT as a predictive factor for invasiveness of lung adenocarcinoma manifesting as subcentimeter ground glass nodules	Scientific Reports	2021-12-01	0	Huadong Hospital, Shanghai, China	Huadong Hospital	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100748285
https://api.elsevier.com/content/abstract/scopus_id/85102969226	SCOPUS_ID:85102969226	Active contour model with adaptive weighted function for robust image segmentation under biased conditions	Expert Systems with Applications	2021-08-01	0	Chung-Ang University, Seoul, South Korea	Chung-Ang University	South Korea	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102969226
https://api.elsevier.com/content/abstract/scopus_id/85102265329	SCOPUS_ID:85102265329	Diagnosis of Diseases Based on Iridology Using Fuzzy Logic	Scientific Journal of King Faisal University	2021-06-01	0	University of Aleppo, Aleppo, Syrian Arab Republic	University of Aleppo	Syrian Arab Republic	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102265329
https://api.elsevier.com/content/abstract/scopus_id/85101535728	SCOPUS_ID:85101535728	Multimodal medical image fusion review: Theoretical background and recent advances	Signal Processing	2021-06-01	0	Université de Tunis El Manar, Institut Supérieur d'Informatique de Tunis, Ariana, Tunisia	Université de Tunis El Manar, Institut Supérieur d'Informatique de Tunis	Tunisia	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101535728
https://api.elsevier.com/content/abstract/scopus_id/85101797487	SCOPUS_ID:85101797487	Combining improved genetic algorithm and matrix semi-tensor product (STP) in color image encryption	Signal Processing	2021-06-01	0	Henan University, Kaifeng, China	Henan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101797487
https://api.elsevier.com/content/abstract/scopus_id/85099568907	SCOPUS_ID:85099568907	Image Classification Approach Using Machine Learning and an Industrial Hadoop Based Data Pipeline	Big Data Research	2021-05-15	1	Laboratoire de Informatique, Modélisation des Systèmes et Aide à la Décision, Casablanca, Morocco	Laboratoire de Informatique, Modélisation des Systèmes et Aide à la Décision	Morocco	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099568907
https://api.elsevier.com/content/abstract/scopus_id/85102470509	SCOPUS_ID:85102470509	Research on obtaining pseudo ct images based on stacked generative adversarial network	Quantitative Imaging in Medicine and Surgery	2021-05-01	0	Northwestern Polytechnical University, Xi'an, China	Northwestern Polytechnical University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102470509
https://api.elsevier.com/content/abstract/scopus_id/85102789679	SCOPUS_ID:85102789679	LNCDS: A 2D-3D cascaded CNN approach for lung nodule classification, detection and segmentation	Biomedical Signal Processing and Control	2021-05-01	0	Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded, India	Shri Guru Gobind Singhji Institute of Engineering and Technology	India	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102789679
https://api.elsevier.com/content/abstract/scopus_id/85103336935	SCOPUS_ID:85103336935	An automated COVID-19 detection based on fused dynamic exemplar pyramid feature extraction and hybrid feature selection using deep learning	Computers in Biology and Medicine	2021-05-01	0	Firat Üniversitesi, Elazig, Turkey	Firat Üniversitesi	Turkey	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85103336935
