prism:url	dc:identifier	dc:title	prism:publicationName	prism:coverDate	citedby-count	affiliation	institution_1	country_1	fundus_in_title	pub_year	abstract
https://api.elsevier.com/content/abstract/scopus_id/85098938682	SCOPUS_ID:85098938682	Deep learning-enabled medical computer vision	npj Digital Medicine	2021-12-01	2	Salesforce.com, Inc., San Francisco, United States	Salesforce.com, Inc.	United States	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85098938682
https://api.elsevier.com/content/abstract/scopus_id/85101906785	SCOPUS_ID:85101906785	A review of multimodal image matching: Methods and applications	Information Fusion	2021-09-01	0	Wuhan University, Wuhan, China	Wuhan University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101906785
https://api.elsevier.com/content/abstract/scopus_id/85101093642	SCOPUS_ID:85101093642	Pedestrian detection with super-resolution reconstruction for low-quality image	Pattern Recognition	2021-07-01	0	Beijing Jiaotong University, Beijing, China	Beijing Jiaotong University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101093642
https://api.elsevier.com/content/abstract/scopus_id/85102568390	SCOPUS_ID:85102568390	ECNet: An evolutionary convolutional network for automated glaucoma detection using fundus images	Biomedical Signal Processing and Control	2021-05-01	0	Malaviya National Institute of Technology Jaipur, Jaipur, India	Malaviya National Institute of Technology Jaipur	India	1	2021	https://api.elsevier.com/content/abstract/scopus_id/85102568390
https://api.elsevier.com/content/abstract/scopus_id/85100693673	SCOPUS_ID:85100693673	An efficient retinal blood vessel segmentation in eye fundus images by using optimized top-hat and homomorphic filtering	Computer Methods and Programs in Biomedicine	2021-04-01	0	Universidad de Guadalajara, Guadalajara, Mexico	Universidad de Guadalajara	Mexico	1	2021	https://api.elsevier.com/content/abstract/scopus_id/85100693673
https://api.elsevier.com/content/abstract/scopus_id/85100666740	SCOPUS_ID:85100666740	A survey on incorporating domain knowledge into deep learning for medical image analysis	Medical Image Analysis	2021-04-01	0	Beihang University, Beijing, China	Beihang University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100666740
https://api.elsevier.com/content/abstract/scopus_id/85099975857	SCOPUS_ID:85099975857	Weighted ensemble networks for multiview based tiny object quality assessment	Concurrency Computation	2021-03-25	0	China General Nuclear Power Corporation, Shenzhen, China	China General Nuclear Power Corporation	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099975857
https://api.elsevier.com/content/abstract/scopus_id/85100179253	SCOPUS_ID:85100179253	Automatic Lumen Border Detection in IVUS Images Using Deep Learning Model and Handcrafted Features	Ultrasonic Imaging	2021-03-01	0	Zhejiang Sci-Tech University, Hangzhou, China	Zhejiang Sci-Tech University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100179253
https://api.elsevier.com/content/abstract/scopus_id/85089403670	SCOPUS_ID:85089403670	Machine Learning in Laryngoscopy Analysis: A Proof of Concept Observational Study for the Identification of Post-Extubation Ulcerations and Granulomas	Annals of Otology, Rhinology and Laryngology	2021-03-01	0	Johns Hopkins University, Baltimore, United States	Johns Hopkins University	United States	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85089403670
https://api.elsevier.com/content/abstract/scopus_id/85101742711	SCOPUS_ID:85101742711	Deep Convolutional Neural Network for Computer-Aided Detection of Breast Cancer Using Histopathology Images	Journal of Physics: Conference Series	2021-02-19	0	SASTRA Deemed University, Thanjavur, India	SASTRA Deemed University	India	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85101742711
https://api.elsevier.com/content/abstract/scopus_id/85100502714	SCOPUS_ID:85100502714	An infrared-visible image registration method based on the constrained point feature	Sensors (Switzerland)	2021-02-02	0	University of Chinese Academy of Sciences, Beijing, China++Changchun Institute of Optics Fine Mechanics and Physics Chinese Academy of Sciences, Changchun, China	University of Chinese Academy of Sciences	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100502714
https://api.elsevier.com/content/abstract/scopus_id/85092012771	SCOPUS_ID:85092012771	Adaptive machine learning classification for diabetic retinopathy	Multimedia Tools and Applications	2021-02-01	0	KBN College of Engineering, Gulbarga, India	KBN College of Engineering	India	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85092012771
https://api.elsevier.com/content/abstract/scopus_id/85094922456	SCOPUS_ID:85094922456	Enhancing collaborative road scene reconstruction with unsupervised domain alignment	Machine Vision and Applications	2021-02-01	0	AUDI AG, Ingolstadt, Germany++Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany	AUDI AG	Germany	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85094922456
https://api.elsevier.com/content/abstract/scopus_id/85099033867	SCOPUS_ID:85099033867	Diabetic retinopathy detection and stage classification in eye fundus images using active deep learning	Multimedia Tools and Applications	2021-01-01	0	Shandong University, Jinan, China	Shandong University	China	1	2021	https://api.elsevier.com/content/abstract/scopus_id/85099033867
https://api.elsevier.com/content/abstract/scopus_id/85099607549	SCOPUS_ID:85099607549	A new deep learning approach for the retinal hard exudates detection based on superpixel multi-feature extraction and patch-based CNN	Neurocomputing	2021-01-01	0	Xiamen University, Xiamen, China	Xiamen University	China	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099607549
https://api.elsevier.com/content/abstract/scopus_id/85102240822	SCOPUS_ID:85102240822	Deep Learning–Based Diabetic Retinopathy Severity Grading System Employing Quadrant Ensemble Model	Journal of Digital Imaging	2021-01-01	0	Jaypee University of Information Technology, Solan, Solan, India	Jaypee University of Information Technology, Solan	India	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102240822
https://api.elsevier.com/content/abstract/scopus_id/85100169798	SCOPUS_ID:85100169798	Machine learning techniques to detect and forecast the daily total COVID-19 infected and deaths cases under different lockdown types	Microscopy Research and Technique	2021-01-01	0	Prince Sultan University, Riyadh, Saudi Arabia	Prince Sultan University	Saudi Arabia	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100169798
https://api.elsevier.com/content/abstract/scopus_id/85099031340	SCOPUS_ID:85099031340	Computer vision for microscopic skin cancer diagnosis using handcrafted and non-handcrafted features	Microscopy Research and Technique	2021-01-01	1	Prince Sultan University, Riyadh, Saudi Arabia	Prince Sultan University	Saudi Arabia	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85099031340
https://api.elsevier.com/content/abstract/scopus_id/85102267852	SCOPUS_ID:85102267852	Multi-Task Deep Learning for Image Segmentation Using Recursive Approximation Tasks	IEEE Transactions on Image Processing	2021-01-01	0	Faculty of Mathematics, Cambridge, United Kingdom	Faculty of Mathematics	United Kingdom	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85102267852
https://api.elsevier.com/content/abstract/scopus_id/85100175473	SCOPUS_ID:85100175473	Brain tumor segmentation using K-means clustering and deep learning with synthetic data augmentation for classification	Microscopy Research and Technique	2021-01-01	0	Prince Sultan University, Riyadh, Saudi Arabia	Prince Sultan University	Saudi Arabia	0	2021	https://api.elsevier.com/content/abstract/scopus_id/85100175473
